                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     200                                      901                  2.0000000000000000E+000                  1.4000000000000000E-002                  1.1063002435785351E+009                  6.2310397331488123E+006                  6.6941491971110463E+003                  3.1017744971097880E+001                  4.1406402188867135E+000                 -3.0222351609687439E+000                  4.3890412503711805E-002                  1.7947810574047068E-009                  9.4249285167499597E-001                  7.4769223736076231E-005                  8.8455618322907763E-003                  3.8283059329277658E-004                  1.4595170967125481E-003                  1.9994423842046363E+000                 -1.1507975875100584E-012                  1.1714408902287952E+000                  5.7380817020387159E-004                  7.9941000094197057E-001                  2.6244914849583500E-003                  6.3685112627621882E-003                  1.0399942677654371E-002                  2.9182203436383292E-003                  2.5356739074391371E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.9635361148652286E+004                  7.3302870085104241E+005                  6.4461242623140490E+008                  3.1050430437034720E+001                  3.1050430437034731E+001                  1.6108362248371700E-032                  2.1018039630044014E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.4912180566753980E+016                               "5d9f195f"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20250718"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha                              mixing_type                                log_D_mix                               log_D_conv                                log_D_ovr 
                                       1                  1.9994423842046363E+000                  6.1706749620140333E-001                  3.8257296126518763E+000                 -7.8579906308283718E+000                  3.7816029396872306E+000                  7.1799999997647401E-001                  2.6800000002352597E-001                  1.4000000000000012E-002                  2.1398781546297321E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       2                  1.9994423842033866E+000                  6.1706723714651712E-001                  3.8258218690824224E+000                 -7.8573489546082325E+000                  3.7823392975970069E+000                  7.1799999997647401E-001                  2.6800000002352597E-001                  1.4000000000000012E-002                  2.1430425533677829E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       3                  1.9994423842012701E+000                  6.1706679901906303E-001                  3.8259626412404972E+000                 -7.8563750684392080E+000                  3.7834576787519687E+000                  7.1799999997647401E-001                  2.6800000002352597E-001                  1.4000000000000012E-002                  2.1478541745346497E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       4                  1.9994423841982631E+000                  6.1706617797901031E-001                  3.8261833791192696E+000                 -7.8548599610397583E+000                  3.7851994139220504E+000                  7.1799999997647401E-001                  2.6800000002352597E-001                  1.4000000000000012E-002                  2.1553612621978511E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       5                  1.9994423841932645E+000                  6.1706514919022870E-001                  3.8265235030593754E+000                 -7.8525549052976116E+000                  3.7878537968754515E+000                  7.1799999997647401E-001                  2.6800000002352597E-001                  1.4000000000000012E-002                  2.1668327619399466E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       6                  1.9994423841860012E+000                  6.1706366213220865E-001                  3.8270435681416166E+000                 -7.8490961262135324E+000                  3.7918470071695278E+000                  7.1799999997647401E-001                  2.6800000002352597E-001                  1.4000000000000012E-002                  2.1841606104992367E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       7                  1.9994423841746760E+000                  6.1706136196256023E-001                  3.8277092370263501E+000                 -7.8447906556560785E+000                  3.7968370744822351E+000                  7.1799999997647401E-001                  2.6800000002352597E-001                  1.4000000000000012E-002                  2.2059239667146383E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       8                  1.9994423841625311E+000                  6.1705891952256409E-001                  3.8285756076417492E+000                 -7.8393636320186371E+000                  3.8031559552987351E+000                  7.1799999997647401E-001                  2.6800000002352597E-001                  1.4000000000000012E-002                  2.2336657963623300E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       9                  1.9994423841445674E+000                  6.1705535169926407E-001                  3.8295060480064227E+000                 -7.8337814412287745E+000                  3.8096971154353998E+000                  7.1799999997647401E-001                  2.6800000002352597E-001                  1.4000000000000012E-002                  2.2625648617007195E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
