                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     100                                      680                  1.2000000000000000E+001                  1.4000000000000000E-002                  3.3773626484165441E+004                  7.9208393307824269E+002                  1.1472260985175746E+004                  7.5813466318090223E+003                  2.2040848080296509E+001                 -7.0514436162428451E+000                  7.1799999995546759E-001                  2.8520638271075693E-005                  2.6797147940626076E-001                  2.4128183525472203E-003                  7.0723991865712555E-004                  6.5663693516046749E-003                  1.4595170967125249E-003                  1.1999732875052153E+001                 -1.9038521564948158E-009                  8.6158082042386894E+000                  3.4223955507949104E-004                  3.2155861710076543E+000                  2.8953175706626342E-002                  8.4866901024167971E-003                  7.8794678178185515E-002                  1.7513815287121981E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9896043647990370E+005                  2.0293147407557164E+004                  1.5827970224583752E+007                  5.6644112164500006E-004                  5.6644112164500027E-004                  0.0000000000000000E+000                  2.2661591282756829E-005                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.0658145951366993E+012                               "5d9f195f"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20250718"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha                              mixing_type                                log_D_mix                               log_D_conv                                log_D_ovr 
                                       1                  1.1999732875052153E+001                  1.3432283011374113E+000                  4.0596994849536605E+000                 -1.0053322727854241E+001                  2.2279068949753822E+000                  7.1799999999999997E-001                  2.6799999999999996E-001                  1.4000000000000012E-002                  1.3644749157973686E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       2                  1.1999732875046153E+001                  1.3432270081458395E+000                  4.0598347847475793E+000                 -1.0052383993091620E+001                  2.2288481760865220E+000                  7.1799999999999997E-001                  2.6799999999999996E-001                  1.4000000000000012E-002                  1.3674274679461484E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       3                  1.1999732875036063E+001                  1.3432248383299046E+000                  4.0600043741872343E+000                 -1.0051210445055027E+001                  2.2300258942110971E+000                  7.1799999999999997E-001                  2.6799999999999996E-001                  1.4000000000000012E-002                  1.3711275533720874E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       4                  1.1999732875025973E+001                  1.3432226743369247E+000                  4.0602901132356974E+000                 -1.0049241251504604E+001                  2.2320046501272279E+000                  7.1799999999999997E-001                  2.6799999999999996E-001                  1.4000000000000012E-002                  1.3773587422664632E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       5                  1.1999732875002033E+001                  1.3432175633828354E+000                  4.0606915412243216E+000                 -1.0046490717021349E+001                  2.2347736450364719E+000                  7.1799999999999997E-001                  2.6799999999999996E-001                  1.4000000000000012E-002                  1.3861097860460502E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       6                  1.1999732874978093E+001                  1.3432124845171189E+000                  4.0611659735463643E+000                 -1.0043264405329369E+001                  2.2380294072460334E+000                  7.1799999999999997E-001                  2.6799999999999996E-001                  1.4000000000000012E-002                  1.3964454367009781E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       7                  1.1999732874945348E+001                  1.3432055885598844E+000                  4.0617128825354225E+000                 -1.0039576477881253E+001                  2.2417610456698629E+000                  7.1799999999999997E-001                  2.6799999999999996E-001                  1.4000000000000012E-002                  1.4083543283028140E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       8                  1.1999732874912604E+001                  1.3431987505892233E+000                  4.0624577870738108E+000                 -1.0034607781191397E+001                  2.2468060611901026E+000                  7.1799999999999997E-001                  2.6799999999999996E-001                  1.4000000000000012E-002                  1.4245597708727830E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       9                  1.1999732874855917E+001                  1.3431870465438733E+000                  4.0633982904911496E+000                 -1.0028416204472151E+001                  2.2531193174796176E+000                  7.1799999999999997E-001                  2.6799999999999996E-001                  1.4000000000000012E-002                  1.4450148513581663E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                      10                  1.1999732874799228E+001                  1.3431755072486606E+000                  4.0648214325801701E+000                 -1.0019224130332109E+001                  2.2625491708097494E+000                  7.1800000000000008E-001                  2.6799999999999996E-001                  1.4000000000000012E-002                  1.4759256207711381E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
